,_id,排名,标题,作者,综合评分,视频分类,视频标签,播放量,弹幕数,评论,收藏,点赞数,投币数,分享数,up主性别,bilibili个人认证,up主粉丝总数,up主总观看数,up主总获赞数,up主视频数,主分类
629,5eba535bba0f69c523428261,30,韩国一分钟魔性瘦身操,Hi小D,1834995,健身,"瘦身塑形,运动,减肥,瘦身",1087429,4147,1822,84327,16364,1433,29210,女,,9683,1086836,16390,6,时尚
630,5eba535cba0f69c523428262,31,K-pop减肥舞（高强度版）,Squeenie,1820087,健身,"瘦身塑形,明星舞蹈,舞蹈,减肥,韩舞,瘦身,减脂,KPOP,健身操",1809771,9394,2360,220365,51313,21540,21603,保密,,15359,2604799,73075,6,时尚
631,5eba535dba0f69c523428263,32,这些可以只买一件！都是批发价，比淘宝还便宜|使用方法+1688私藏店铺分享：服装类/手机壳/耳饰类/生活用品类|阿里巴巴,伊nini,1818551,服饰,"服饰,种草,1688,搭配,平价,淘宝,分享,学生党,阿里巴巴,贫民窟女孩",934074,2271,1850,102307,62053,32985,10737,女,,124954,6711797,275889,100,时尚
632,5eba535fba0f69c523428264,33,中国近代女子服饰进化史,四月纪事传统服饰,1758052,服饰,"服饰,汉女装,搭配,旗袍,时尚,女装,服装搭配,日常",626585,3484,2234,58952,73854,28456,7987,保密,,28758,625782,73854,1,时尚
633,5eba5360ba0f69c523428265,34,抽脂8000毫升，我的腿废了！暗访12家医院咨询31个医生，抽脂干货总结！,付曦冉,1742983,美妆,"瘦身塑形,美妆,减肥,护肤,健身,减脂,干货,变美,塑形,瘦身变美,瘦脸",2409418,20625,4967,35786,205906,90159,14366,保密,bilibili 知名时尚UP主,727573,39230742,2867156,100,时尚
634,5eba5361ba0f69c523428266,35,Pamela帕梅拉一周运动计划｜新手友好（每日分P）,王小吉要努力,1741221,健身,"瘦身塑形,马甲线,健身,健身操,瘦身,塑形",612532,2928,1056,84491,6430,1749,8379,保密,,9336,734896,8053,10,时尚
635,5eba5362ba0f69c523428267,36,【脂溢性皮炎】拒绝油腻！皮肤科医生教你一招搞定油头和油脸,皮科医生魏小博,1542143,美妆,"美妆,祛痘,控油,皮炎,皮肤科,知识分享官,护肤,头屑,脱发,痘痘",1094766,2254,5172,60081,61279,25843,9571,保密,,284160,4024851,254099,10,时尚
636,5eba5364ba0f69c523428268,37,【中字】10分钟腹部训练，一周见马甲线！（高级&初级&中级&全方位训练）,FitnessAddiction,1529137,健身,"瘦身塑形,全能打卡挑战,美女,运动,健身,肌肉",984946,4041,1964,88999,7527,2643,12938,保密,,13929,1910873,21431,100,时尚
637,5eba5365ba0f69c523428269,38,15天高效瘦大腿內側 (10分钟宅家运动 - 不用跳) #EmiTransform,EmiWong_王艾米,1523558,健身,"瘦身塑形,健身跟练挑战,运动,健身操,瘦身,减脂,YOUTUBE,减肥,塑形,瘦小腿,瘦大腿",455578,1088,2177,63680,15685,6124,2254,保密,,57204,3351932,76301,100,时尚
638,5eba5366ba0f69c52342826a,39,自用瘦身||一分钟魔性瘦身（热身）+两周瘦10公斤（45分钟合集)+女团腿大小腿拉伸【侵删】,小板栗呀_,1484102,健身,"瘦身塑形,健身操,瘦身,健身,基础教学,减肥,减肥操,减脂,日常",578536,602,451,53746,10601,1097,9341,保密,,6829,576134,10622,1,时尚
639,5eba5368ba0f69c52342826b,40,【艾琳】最有效七分钟小腿燃脂运动 + 拉伸 | 免费18天在家瘦小腿计划,Comeon_Eileen,1470934,健身,"瘦身塑形,减肥,健身,健康,减脂,运动,瘦腿,健身操,健身教程,塑形,瘦小腿",2315213,7851,2312,270699,78566,26487,12444,保密,,86203,4088635,124798,87,时尚
640,5eba5369ba0f69c52342826c,41,【干货】太实用了，简单4步就解决了10年"鸡皮肤"和“后背痘痘”，跟着做你也可以！！！,-奔跑的七心-,1464727,美妆,"美妆,bilibili新星计划,护肤",626666,905,1579,48064,28028,12567,2795,保密,,19449,1358943,52223,15,时尚
641,5eba536aba0f69c52342826d,42,【日本瘦腿偏方】七天练出大腿缝！有效到我尖叫！,是辰不是晨ii,1459001,健身,"瘦身塑形,加油2020-VLOG挑战,健身,减脂,运动,减肥,瘦腿,瘦身,塑形,训练,学生党",425403,3382,627,66131,25117,8719,2073,保密,,71934,3589894,248446,25,时尚
642,5eba536bba0f69c52342826e,43,全球财富排名1%的“豪三代”的真实人生（上）,天才GeniusGirl,1399300,风尚标,"汽车,知识分享官,豪车,励志,时尚,富二代,富豪,财富,明星,奢侈品",1367349,2604,3447,34745,73688,27127,12821,保密,,112137,2883511,165600,3,时尚
643,5eba536dba0f69c52342826f,44,小千代仿妆✧她太可爱了啊阿啊,二门_,1374989,美妆,"美妆,小千代,艺伎回忆录,仿妆",1351658,8511,4709,31820,99718,38482,8654,女,,720064,15004839,642731,27,时尚
644,5eba536eba0f69c523428270,45,【半佛】买不起奢侈品就是穷人吗？不，是聪明人,硬核的半佛仙人,1374110,风尚标,"服饰,奢侈品,学习,消费,防骗,寒假Vlog-一起学习吧,时尚,品牌,科技,生活,日常",5618922,40384,21711,332964,530853,569310,254690,保密,bilibili 知名科技UP主、高能联盟成员,3736722,125982724,13881363,42,时尚
645,5eba536fba0f69c523428271,46,不整容！0成本消除法令纹！3分钟紧致脸部运动!,马戏糍,1365766,美妆,"美妆,美容,护肤,皱纹,整形,抗衰老,医美,微整形,皮肤管理,微整,法令纹",294738,2525,943,53292,22900,10150,1723,保密,bilibili 知名时尚UP主,669069,29229285,1535791,92,时尚
646,5eba5370ba0f69c523428272,47,【最强瘦脸法】演员们在片场都会偷偷做的3分钟瘦脸操,小民不自闭,1358121,美妆,"瘦身塑形,美妆,时尚新势力-时尚新秀召集令,明星,减肥,教程,瘦脸,分享",337145,3689,1289,51622,24162,12313,2361,男,,9278,374789,31069,19,时尚
647,5eba5372ba0f69c523428273,48,3000万+票！为什么人人都爱虞书欣！,瞻云云,1339955,美妆,"美妆,虞书欣,青春有你,自信,时尚新势力-时尚新秀召集令,原生家庭,成长,父母关系,学生党",1219691,12410,6398,26617,91508,66452,7362,保密,,187484,9348720,632124,28,时尚
648,5eba5373ba0f69c523428274,49,周冬雨仿妆！,徐大虾咯,1321596,美妆,"美妆,徐大虾,徐大虾咯,周冬雨仿妆,仿妆,生活,化妆,日常,搞笑",2585549,128640,9891,24195,264296,53039,4402,男,bilibili 2019百大UP主、2019年度原创栏目奖UP主,4639047,417190344,20563553,100,时尚
649,5eba5374ba0f69c523428275,50,【中字】美丽芭蕾 狂瘦上半身合集 1.天鹅臂瘦肩膀 2.瘦手臂后侧（甩走蝴蝶袖）3.新娘纤臂（哑铃）,你瞅什么瞅_,1320228,健身,"累断手系列,瘦手臂系列,美丽芭蕾,天鹅臂,狂瘦上半身",27406755,405606,68245,1286304,147477,37379,325028,保密,,125593,27468339,148659,2,时尚
650,5eba5376ba0f69c523428276,51,最有效的学生党减脂，每天只要15分钟|48小时持续燃脂,站在强迫之巅的少女,1307792,健身,"瘦身塑形,超有用,收藏減肥法,健身,健身操,HIIT,tabata",9335295,60225,30111,839181,143892,59218,136064,保密,,436888,32902471,228389,57,时尚
651,5eba5377ba0f69c523428277,52,普通身材亚洲女孩尝试性感辣妹风，太辣了！【nya酱】,nya酱的一生,1281120,服饰,"服饰,女装,时尚",1311025,115049,6672,21182,123318,87172,11379,保密,bilibili 2018百大UP主、 知名UP主,1554123,105602082,4166124,100,时尚
652,5eba5379ba0f69c523428278,53,仅三天就可看到效果，跟练打卡全集！不鬼畜了，来一起好好健身！！！,李余响子,1272495,健身,"瘦身塑形,健身跟练挑战,减肥,瘦腿,运动,健身教程,减脂,瘦身,腹肌,塑形,臀部",433822,1871,1587,44552,19541,5763,2833,保密,,7099,1179953,38409,28,时尚
653,5eba537aba0f69c523428279,54,坚持练21天【瘦不了猫下颌线】会有什么变化？效果惊人…,一個板,1217738,健身,"瘦身塑形,石原里美,塑形,健身,训练,体态训练,下颌线",1708867,1898,2617,60970,50798,22952,16981,女,,33175,3748925,95525,10,时尚
654,5eba537bba0f69c52342827a,55,去你的防狼穿搭 | 我也要穿衣自由,怪力老陈,1190591,服饰,"服饰,时尚新势力-时尚新秀召集令,生活,服装搭配,美女,日常,搭配,时尚穿搭,学生党,时尚",547872,7491,8838,27711,85648,74445,6605,女,bilibili 知名时尚UP主,183760,4097741,373229,48,时尚
655,5eba537dba0f69c52342827b,56,【卓叔】健身增肌需要戒传统手艺吗？会降低睾酮吗？【增重科普02】,卓叔增重,1186672,健身,"瘦身塑形,生活,瘦人增重,夏日健身挑战,时尚,科普,健身,增肥,肌肉,瘦子增重",681187,7400,4104,27429,72093,55713,13195,男,bilibili 知名运动UP主,245311,3408845,291549,15,时尚
656,5eba537eba0f69c52342827c,57,【刘畊宏】3个动作每天10分钟，老婆练出少女肩 | 改善圆肩驼背，超简单！,刘畊宏willliu,1168568,健身,"瘦身塑形,春日vlog挑战,健身,健康,日常,健身教程,时尚,瘦身,塑形,干货,刘畊宏",1195760,1330,1854,37418,47906,12374,5907,保密,演员、歌手,72097,2147392,106495,9,时尚
657,5eba537fba0f69c52342827d,58,后背痘痘，胸部痘痘！韩国欧尼教你一周解决它！,金允静,1150287,美妆,"美妆,时尚新势力-时尚新秀召集令,护肤,日常,KOREA相关,时尚,祛痘,教程,痘痘,分享",667854,794,1107,33306,27115,5176,4073,保密,,13982,1195960,46297,14,时尚
658,5eba5380ba0f69c52342827e,59,两周瘦10kg /韩国Youtube/爱豆减肥舞/38分钟连续合集/自用,凡呐凡呐Fana,1145493,健身,"瘦身塑形,运动,健身,减肥,时尚,瘦身,减脂,爱豆,减肥舞",2288283,9941,3287,229188,33413,8304,28453,保密,,19730,3221109,49202,21,时尚
659,5eba5382ba0f69c52342827f,60,我好像发现了素颜可以涂的口红！,一口老兔,1144486,美妆,"美妆,试色,口红,学生党,种草,彩妆",599155,1064,872,33925,36336,5357,2256,女,,141806,10295156,355597,76,时尚
660,5eba5383ba0f69c523428280,61,【Zoe】10年摄影师教你怎么上镜 | 拍照小技巧 倾囊相授,姝一Zoestyle,1130170,服饰,"服饰,美妆,摄影,春日复工look,拍照,摄影师,美妆博主,教程,上镜,分享,学生党,pose",450763,2318,706,36261,45154,28086,2635,女,,53493,1716463,124861,59,时尚
661,5eba5384ba0f69c523428281,62,【油管博主Itsha】打造没有斜方肌的直角肩！超简单拉伸运动每天只要5分钟！,我在坑里呀,1129398,健身,"瘦身塑形,YOUTUBE,油管,运动,健身,韩国,教程,塑形,拉伸,斜方肌,直角肩",279368,362,380,43723,11749,1930,858,保密,,1149,361710,12282,94,时尚
662,5eba5385ba0f69c523428282,63,(21 15 9)地狱减脂礼炮计划，三个版本来挑战居家减肥,郑浩文减肥大魔王,1097830,健身,"瘦身塑形,bilibili新星计划,瘦身,减脂,运动,健身,减肥",290420,203,698,40025,13146,10854,1035,保密,,28755,1459234,54357,17,时尚
663,5eba5387ba0f69c523428283,64,【十八】又纯又欲大法好！真·直男斩 | 猫眼化腻了跟我化狐狸眼！,你十八o3o,1088923,美妆,"美妆,化妆教程,日常妆,化妆技巧,美妆教程,日常,化妆,种草,教程,分享",914247,5544,3220,44544,35326,15355,7496,保密,,62773,1637726,69740,17,时尚
664,5eba5388ba0f69c523428284,65,【Coffee林芊妤·合集】瘦手操+瘦腹部+瘦背+美臀+瘦大腿（含拉升、按摩）,爱健身的劳小姐,1036146,健身,"瘦身塑形,运动,健身,健身操,减肥,瘦身,减脂,塑形",3115925,33073,3374,279740,30522,7596,41391,女,,77641,9411784,105044,43,时尚
665,5eba5389ba0f69c523428285,66,别买! 让你胸变副乳的仙女裙 迫害身材的穿搭误区 | 说了十几次胸罩的连衣裙挑选指南 | 春夏裙子穿搭经验分享,鹦鹉梨,1022539,服饰,"服饰,夏日好物种草,搭配,时尚穿搭,吊带裙,女装,时尚,FASHION,日常,分享,连衣裙",664465,2323,1139,25842,40008,8488,2580,女,时尚领域优质UP主,109769,3733470,180164,68,时尚
666,5eba538bba0f69c523428286,67,有人说我长得像Lexburner...可我是个女的！,吉原悠一_yui,1014010,美妆,"美妆,Lexburner,吉原悠一_yui,戏精,柯基,沙雕,打开吧！脑洞,化妆,仿妆,搞笑",1355879,24324,5469,15067,140091,32297,3223,女,bilibili 知名UP主、直播签约主播、高能联盟成员,899769,46234513,3362489,99,时尚
667,5eba538cba0f69c523428287,68,【7年血泪史】哪种饮食最有效?4步教你吃出好身材!,帅soserious,1008146,健身,"瘦身塑形,瘦身挑战,夏日健身挑战,瘦身,减脂,腹肌,减肥,健身,塑形,增肌,健身餐",507289,3398,1436,25967,43126,34836,5899,男,bilibili 知名运动UP主,879574,26184154,1340954,93,时尚
668,5eba538dba0f69c523428288,69,【Lia】半个月瘦十斤 | 小基数减肥秘诀 | 如何把握减肥黄金期/宅家快乐瘦身法,俩梦晗,1006122,健身,"瘦身塑形,健身跟练挑战,减肥,美女,健身,励志,时尚,减脂,瘦身,日常,腹肌",684206,2257,817,39589,30085,12554,1877,保密,,52814,2091527,91405,59,时尚
669,5eba538eba0f69c523428289,70,3个动作改善脖子前伸！0成本短期提升气质,大头菜头大了,991168,健身,"瘦身塑形,春日复工look,健身,运动,塑形",263439,362,338,36716,17133,6382,1827,保密,,153650,6029207,284464,87,时尚
670,5eba5390ba0f69c52342828a,71,Pamela Rf——最新 2020年 每天45分钟（标准版+燃脂加强版-从第四周开始有加强版）训练课程（更新至第九周）,女神的新衣106,979498,健身,"瘦身塑形,腹肌,运动,HIIT,健身,减肥,减脂,日常,YOUTUBE,手臂,背部训练",415531,3189,1337,56900,5306,1811,5764,保密,,71824,4838771,59955,100,时尚
671,5eba5391ba0f69c52342828b,72,【Pamela Reif】帕梅拉最全燃脂合集|直接开练|全身燃脂训练合集|持更,wishisnotfar,977763,健身,"瘦身塑形,YOUTUBE搬运,燃脂,瘦身,健身教程,减肥,Pamela Reif",420632,1497,369,57887,4091,1281,4780,保密,,84576,9725752,188180,100,时尚
672,5eba5392ba0f69c52342828c,73,当陈年腿毛脱去的那一瞬间…爽死了,颠点儿_,968018,美妆,"美妆,全能打卡挑战,种草,日常,教程,产品,脱毛分享",1306389,6859,3766,18211,42754,4822,3187,男,时尚领域优质UP主,157641,8122663,335970,79,时尚
673,5eba5393ba0f69c52342828d,74,12年医美整容历程 | 花了50万整容的人告诉你哪些项目值得做？会反弹吗？,胡湾ONE,963344,美妆,"美妆,整容,bilibili新星计划,美妆博主,安利,分享,医美",904849,4981,3411,19809,21451,7631,7393,保密,时尚UP主,32896,1427574,32412,42,时尚
674,5eba5394ba0f69c52342828e,75,【Rachella Nisson】舞蹈风格燃脂操~40分钟~全身燃脂~,SheepCutiePie,960558,健身,"Rachella Nisson,健身,SimoneDeLaRue,健身操,减脂,减肥,SweatyBetty,bodybysimone,有氧操",2996747,20301,4925,260595,26532,6092,66307,保密,,43718,5428148,38707,100,时尚
675,5eba5396ba0f69c52342828f,76,素人照搬优衣库模特的5套穿搭，没有颜值能驾驭吗？【2】,杨老伯_XXmie,955331,服饰,"服饰,时尚,搭配,日常,优衣库,平价,学生党,种草,春日复工look,潮流,搞笑",1306571,33860,3029,12383,74981,31479,14921,保密,,105180,4824997,202083,48,时尚
676,5eba5397ba0f69c523428290,77,消除双下巴！养成侧颜杀！三步懒人瘦脸法没手也能瘦【槿酱】,槿酱吃不胖,942126,美妆,"美妆,全能打卡挑战,槿酱,瘦脸,干货,时尚,教程,学生党,变美",1616909,5198,1071,195502,84550,33588,8092,保密,bilibili 知名时尚UP主,271935,7966926,545612,59,时尚
677,5eba5398ba0f69c523428291,78,【Pamela Rf】健身流程合集 ‖瘦大腿‖塑身燃脂 ‖瘦腿 ‖ 快速练出马甲线 ‖改善假胯宽 ‖紧实手臂‖,Itsanika,937955,健身,"瘦身塑形,健身,减肥,腹肌,减脂,健身教程,运动",1877736,13799,2502,159267,13788,4326,34055,保密,,102889,9868485,141393,100,时尚
678,5eba5399ba0f69c523428292,79,【自用】周六野瘦手臂+天鹅颈+减斜方肌（去头尾）,你算哪瓶乳酸菌-,937732,健身,"瘦身塑形,运动,自用,瘦手臂,斜方肌,周六野,天鹅颈",943923,2731,1077,106847,15124,2447,13380,保密,,3931,1045074,16182,3,时尚
679,5eba539aba0f69c523428293,80,【一天减3斤】无需锻炼3步轻松做到,Yeon伊恩,930356,健身,"瘦身塑形,减肥,减肥瘦身,健身跟练挑战,腹肌,瘦身,健身教程",709326,1372,1378,20310,35551,7581,1879,男,bilibili 知名运动UP主,109957,6622772,243451,27,时尚
680,5eba539bba0f69c523428294,81,11个韩国小众潮牌推荐！你一定要知道的宝藏品牌！,notshgiook,907287,服饰,"服饰,种草,韩国,品牌",289338,563,449,31600,18677,4521,643,女,,130564,3227666,144280,39,时尚
681,5eba539cba0f69c523428295,82,日杂风｜我见犹怜の永野芽郁仙女落泪灵感妆容,Little硕子,901327,美妆,"美妆,化妆教程,化妆,永野芽郁,日常,时尚",327282,810,619,29008,20341,9444,2711,保密,时尚领域优质UP主,69944,2517275,76538,58,时尚
682,5eba539dba0f69c523428296,83,奥运冠军徐莉佳带你在凳子上燃烧脂肪！,帆船奥运冠军徐莉佳,890701,健身,"瘦身塑形,健身跟练挑战,健康,健身,运动,减肥,腹肌,瘦身,性感,跟徐莉佳微健身,徐莉佳",551221,280,674,22428,21360,8055,1602,保密,徐莉佳,17459,697475,37124,14,时尚
683,5eba539fba0f69c523428297,84,【pamela】帕梅拉最火15分钟HIIT+20分钟全身燃脂训练/ HIIT and full body workout强效快速全身燃脂，甩掉脂肪,MAYTiff,888005,健身,"瘦身塑形,欧美,燃脂,瘦身,减脂,马甲线,Pamela帕梅拉",224687,674,564,34274,3388,742,2755,保密,,3590,401783,4926,21,时尚
684,5eba53a0ba0f69c523428298,85,进来练！21天重返少女背！有效改善斜方肌突出/内衣勒痕/背部厚重/弯腰驼背,im斯文姐,878937,健身,"瘦身塑形,健身战“疫”挑战,塑形,少女背,瘦背部,瘦手臂,斜方肌",340836,698,940,73635,17519,8743,2573,女,,31762,2259881,78867,32,时尚
685,5eba53a1ba0f69c523428299,86,日本走秀上那些杀死比赛的东京女孩，哪个最惊艳？（后面图片来自微信公众号犬宝堡）,NJ1987,840361,T台,"秀场,美女,走秀",849463,1283,808,15403,14198,1515,1742,保密,,961,2734331,41184,100,时尚
686,5eba53a2ba0f69c52342829a,87,教你10分钟轻松去黑头！亲测有效，鼻头瞬间光滑！,金二饼,839827,美妆,"美妆,夏日好物种草,日常,时尚,护肤,教程,分享",471519,621,523,22591,17788,4381,616,保密,,6583,682747,25133,3,时尚
687,5eba53a3ba0f69c52342829b,88,观看以前的油腻黑历史 过于羞耻当场崩溃,假美食po主,837403,美妆,"美妆,学生党,Reaction,反应,生活,日常,Vlog,搞笑",1058449,19096,3024,7873,91387,32802,1476,保密,bilibili 知名美食UP主、高能联盟成员,2383978,194276684,9182868,100,时尚
688,5eba53a4ba0f69c52342829c,89,【7步·原相机自拍术】大干货！女生必看高逼格自拍攻略～,酷哥李pink儿,837396,美妆,"美妆,化妆教程,春日复工look,美女,化妆,时尚,原相机自拍,自拍干货,换头术,摄影",350007,11683,1571,22202,53016,28227,2129,女,bilibili 新星UP主,451456,12714762,1233780,45,时尚
689,5eba53a6ba0f69c52342829d,90,【朱一旦】五一假期一周搭配｜朱一旦的枯燥穿搭,朱一旦的枯燥生活,832086,服饰,"服饰,机械,朱一旦,我的假日style,劳力士,球鞋,男生穿搭,服饰搭配,五一假期",1915439,8651,5800,6959,124664,13081,4683,男,bilibili 2019百大UP主、知名UP主,4459452,677736555,30238242,100,时尚
690,5eba53a7ba0f69c52342829e,91,小镇女孩误入时尚杂志丨同事这么有钱，为啥还要上班？,月薪两万的金子酱,828584,服饰,"聊聊我的职业,vlog,服饰,bilibili新星计划,奢侈品,LV,时尚",757935,3278,1844,11216,65347,30163,3696,保密,,78100,1325535,123713,3,时尚
691,5eba53a8ba0f69c52342829f,92,美丽芭蕾 | 瘦大腿外侧【干货】越练越粗你别哭，不用问有没有效果吗，科学训练一定能细腿，还能提臀注意对比发力顺序,健身教练Duke,825995,健身,"瘦身塑形,健身跟练挑战,健身,减肥,瘦腿,美丽芭蕾,瘦身塑型",379725,482,665,23952,19423,6274,1839,保密,,101388,2123486,99688,26,时尚
692,5eba53a9ba0f69c5234282a0,93,[Pamela Reif]10mins瘦手臂/去副乳,享受生活的小南瓜,815066,健身,"瘦身塑形,减肥,减脂,瘦手臂,瘦副乳,减蝴蝶袖,减拜拜肉",480107,1996,1247,67396,4218,734,4365,保密,,6340,1505991,12878,67,时尚
693,5eba53aaba0f69c5234282a1,94,清华护肤协会 | 怎样正确祛除顽固黑头？,清华护肤学长王植,803464,美妆,"美妆,祛痘,护肤,时尚,干货,黑头,粉刺",515928,181,948,19479,17138,2851,1896,保密,,82539,1729929,63660,14,时尚
694,5eba53acba0f69c5234282a2,95,【夏日T恤哪家强】15+1件平价基础款T恤详细测评｜带你种草避雷｜学生党福音｜不辣,瑞吉不辣,802415,服饰,"服饰,种草,平价,春日复工look,测评,女装,时尚,T恤,白菜价,学生党,淘宝",474240,1166,661,21945,20163,4889,1050,女,时尚领域优质UP主,140377,6745967,185153,80,时尚
695,5eba53adba0f69c5234282a3,96,混剪/穿成初恋的模样/这**才是青春！,哪吒QWQ,789930,服饰,"服饰,无法封印的颜值,少女,日系,初恋,清纯,穿搭分享",641785,984,1315,15216,25266,6051,3506,保密,,20008,873289,32717,10,时尚
696,5eba53aeba0f69c5234282a4,97,国产黑科技狂卖250万双！态极2.0众测全国首发 丨Z说球鞋,zettaranc,789210,服饰,"服饰,美妆,体育,球鞋,日常,评测,春日vlog挑战,校园,运动,学生党,时尚穿搭,国潮,吴亦凡,薇娅",738970,19289,4359,7541,53498,42718,6411,男,bilibili 2019百大UP主、知名UP主,1512126,51629582,3965087,97,时尚
697,5eba53afba0f69c5234282a5,98,每天1分钟，7天腰围瘦7cm！不节食实测，有效到我尖叫！！,吃吃阿吃,764851,健身,"瘦身塑形,健身操,时尚星计划,减脂,瘦身,减肥,瘦腰,分享",501932,1621,2481,53292,27617,12633,6229,保密,,86710,3592475,241464,86,时尚
698,5eba53b1ba0f69c5234282a6,99,10分钟-腹肌锻炼//在30天获得平坦的小腹,夹三层胖子的汉堡,764582,健身,"瘦身塑形,减肥,健身,腹肌,运动,减脂,瘦身,健美,励志,塑形,训练",4061586,39411,12843,485678,115656,29215,73055,保密,,49450,5039594,122330,62,时尚
699,5eba53b2ba0f69c5234282a7,100,【1080p】Coffee 林芊妤 瘦背操 - 减背部脂肪及美化背部有显瘦作用（两星期见效）_Back workout,一程山水不及一程语柔,761061,健身,"瘦身塑形,林芊妤,瘦身,健身操,减肥,健身教程,运动,健身,YOUTUBE,塑形,Coffee",1371964,5921,2187,138644,11879,2321,12719,保密,,14805,13264811,87750,65,时尚
700,5eba4d130ca75fcd103f2fa0,1,花了一万多元终于见到最早开放世界游戏之一,敖厂长,10110281,单机游戏,"游戏资讯,敖厂长,单机,游戏杂谈,游戏视频,杂谈",5019391,74635,14361,316069,962347,1348960,20058,保密,bilibili 2018百大UP主、知名游戏UP主,6931541,836731205,19180413,100,游戏
701,5eba4d140ca75fcd103f2fa1,2,【老番茄】史上最骚骑士,老番茄,7365126,单机游戏,"老番茄,骑马与砍杀,骑马与砍杀2,游戏练级挑战,骑砍,骑砍2,娱乐,搞笑",6766770,90583,20695,232030,770692,564483,20133,男,bilibili 2019百大UP主、 高能联盟成员,11221542,1082968965,48089280,100,游戏
702,5eba4d150ca75fcd103f2fa2,3,无 人 生 还,某幻君,5621086,网络游戏,"某幻,花少北,lex,老番茄,中国boy,冬日计划,游戏,沙雕,娱乐,搞笑",6010338,104088,20445,169986,514334,353341,37838,男,bilibili 2019百大UP主、 知名UP主,5193926,314841729,15569231,100,游戏
703,5eba4d170ca75fcd103f2fa3,4,百大UP互殴现场！,特效小哥studio,4459694,手机游戏,"手机游戏,搞笑,lex,中国boy,公主连结,啊吗棕,欣小萌,全程高能,公主链接,公主连接,恶搞",6824064,60174,14157,125891,537759,210957,33601,保密,bilibili 知名UP主、高能联盟成员,1183481,70102912,6392459,100,游戏
704,5eba4d180ca75fcd103f2fa4,5,文 明 友 好 的 游 戏,花少北丶,3596784,单机游戏,"花少北,夺命邮差2,奇葩游戏,搞笑",2404343,50945,12168,107478,367116,243269,12727,男,bilibili 2019百大UP主、高能联盟成员,3496834,208352084,12118576,100,游戏
705,5eba4d190ca75fcd103f2fa5,6,【罗汉鬼套路】LOL一个能2V5的套路 万毒归宗大成版！,罗汉解说,3579107,电子竞技,"萌宠,沙雕实况,沙雕之主,喵星人,电子竞技,英雄联盟,罗汉鬼套路,万毒归宗,炼金,猫咪,娱乐",3371259,32554,24563,92156,362447,320858,37192,保密,bilibili 2019百大UP主、高能联盟成员,2636352,117704086,12879369,42,游戏
706,5eba4d1a0ca75fcd103f2fa6,7,靠谱盘点79：开水！我疯狂的开水！阿水加入Tes直接起飞，Karsa：救世主来了,靠谱电竞,3333515,电子竞技,"游戏赛事,电子竞技,英雄联盟,EDG,黑人抬棺,JackeyLove,iG,RNG,TheShy,FPX,LPL,LOL,杂谈吐槽",3109018,18574,4692,84111,327781,296411,20370,保密,bilibili 2019百大UP主、知名游戏UP主,1806429,157038369,10623669,100,游戏
707,5eba4d1b0ca75fcd103f2fa7,8,《明日方舟》一周年纪念动画短片,明日方舟,3256175,手机游戏,"手机游戏,明日方舟",1929127,38859,17389,104861,203889,148129,23553,保密,明日方舟官方账号,2761103,55074237,8912055,50,游戏
708,5eba4d1d0ca75fcd103f2fa8,9,锤子续作！我把史上最难的“箱子”游戏通关了! 爆肝28小时！,东尼ookii,2937580,单机游戏,"实况攻略,黑人抬棺,东尼ookii,游戏练级挑战,玩个箱子,实况,游戏通关,实况解说,生活,日常,搞笑",2292965,168804,6531,81238,364998,231856,4594,保密,bilibili 2019百大UP主、知名搞笑UP主,2590763,196229177,17500781,100,游戏
709,5eba4d1e0ca75fcd103f2fa9,10,【Minecraft】用无缝剪辑&跑酷的方式打开MC从远古版本到现在的进化史,power777888,2886710,单机游戏,"我的世界,游戏集锦,MINECRAFT,MC,bilibili新星计划,跑酷,混剪,转场,无缝转场,剪辑,高能,无缝剪辑",1199001,16771,5638,98017,157805,136787,10652,保密,,11325,1282912,164733,27,游戏
710,5eba4d1f0ca75fcd103f2faa,11,史上最令人寂寞的画质(第二期)|备好硬币！我的世界MineCraft光追RTX+绝美延时摄影,游汐_YX,2881240,单机游戏,"我的世界,MC,minecraft,延时摄影,MINECRAFT,画质,建筑,绝美,RTX,光追",2489106,27076,5696,91504,200834,88540,32669,保密,,103668,28799482,469996,89,游戏
711,5eba4d200ca75fcd103f2fab,12,【Chimera君】下海的男人（像素游戏风短剧）,Chimera君,2858900,单机游戏,"沙雕剧场,沙雕之主,单机游戏,Chimera君,单机联机,游戏走一波",1569317,17743,8943,85589,208290,189186,13269,男,,901319,46028355,819252,81,游戏
712,5eba4d210ca75fcd103f2fac,13,LOL最强王八剑法 一个没人敢靠近你的套路[有点骚东西],上海滩许Van强,2532060,电子竞技,"沙雕之主,英雄联盟,电子竞技,沙雕集锦,LOL,骚套路,沙雕之主2,上单,盖伦,锐雯",1923516,12725,10010,66207,286061,242264,11935,女,bilibili 知名鬼畜UP主,1148162,93222472,4875774,78,游戏
713,5eba4d220ca75fcd103f2fad,14,一个会让你有很多？的视频,法术大师-A2,2430244,手机游戏,"明日方舟,手机游戏,手游作业-高能操作,极限,攻略,搞笑",1721389,10339,4469,71926,154664,107235,55510,保密,,17568,2485919,247535,11,游戏
