,_id,排名,标题,作者,综合评分,视频分类,视频标签,播放量,弹幕数,评论,收藏,点赞数,投币数,分享数,up主性别,bilibili个人认证,up主粉丝总数,up主总观看数,up主总获赞数,up主视频数,主分类
237,5eba4a61e6a0d7955f832692,38,一人之下的封神之章 · 陈朵篇想表达的是什么？,清玉大白菜,385626,国产原创相关,"动漫杂谈,一人之下,陈朵,王也,bilibili新星计划,杂谈,冯宝宝,国漫,张楚岚,宝儿姐",696097,9046,3268,33533,71943,94052,11270,男,bilibili 新星UP主,39033,1312084,122378,9,国创
238,5eba4a62e6a0d7955f832693,39,谁说国漫没神曲？第一弹,灰暗的蜗牛,379563,国产原创相关,"国漫良心,国漫经典,神曲向,国产动画,怀念,TV动画",4170088,238730,12683,133912,96595,95814,15535,男,,46911,7366658,159646,11,国创
239,5eba4a63e6a0d7955f832694,40,“喜见你眉秀似山，眼拥星霜”,锦书致南辞,379242,国产原创相关,"魔道祖师,中国风,古风,古装,中国唱诗班,国漫,国产动漫,治愈向,唯美,国产动画,全能打卡挑战,动画",2448787,5561,1678,167663,203305,102860,17883,保密,bilibili 知名影视UP主,229891,49817832,2717502,85,国创
240,5eba4a64e6a0d7955f832695,41,那些刷爆B站的动画，哪一部伴你成长？,极目中国,377564,国产原创相关,"致青春,动漫",253776,2713,1433,6162,18060,5116,949,保密,国家广播电视总局信息中心,6002,627773,54502,96,国创
241,5eba4a66e6a0d7955f832696,42,【百妖谱】看了这部动画，我终于知道为什么仙王敢崩掉了,啦羽田共啦,372258,国产原创相关,"百妖谱,新番我来翻·全能赛道,国产,动画,自制,原创,动漫,国产动画,国漫,新番推荐",371520,502,1800,2444,14867,885,380,男,,8924,1846792,168165,29,国创
242,5eba4a67e6a0d7955f832697,43,天行九歌四周年纪念，天地四象震撼发布！,玄机科技,365873,国产原创相关,"焰灵姬,韩非,盖聂,卫庄,天行九歌,四周年",497456,16588,8311,18696,40032,18087,5665,保密,玄机科技 官方账号,285566,107387690,254577,100,国创
243,5eba4a68e6a0d7955f832698,44,用仙剑的方式打开侠肝义胆沈剑心(神还原\毫无违和感),风云过分,355760,国产原创相关,"童年回忆杀,剑网3,剑三,侠肝义胆沈剑心,生生世世爱,童年回忆,国漫良心,自制,剪辑",229110,625,817,6060,23532,10346,1215,男,,1496,406998,33801,23,国创
244,5eba4a69e6a0d7955f832699,45,说国漫幼稚的，估计是没看过他们,在下甘柒辣,351830,国产原创相关,"刺客伍六七,罗小黑战记,国产动画,剑网三:侠肝义胆沈剑心,镇魂街,综漫",1753831,34131,6709,69921,166658,58429,4194,保密,,28022,12630868,715524,41,国创
245,5eba4a6ae6a0d7955f83269a,46,【那兔/你的答案】别怕！我们...一直都在！！,时鹿2019,331141,国产原创相关,"那年那兔那些事儿,种花家,武汉,全能打卡挑战,国漫,冠状病毒,催泪向,原创动画,动漫,你的答案",316902,2084,734,10363,32642,16232,974,保密,,4985,1817731,137070,66,国创
246,5eba4a6ce6a0d7955f83269b,47,【喜羊羊跨时空救兵】全程高虐！愿这瞬间永恒！你就是我最美的期待！当机械羊有了心，当灰太狼再次见到黑太狼，当慢羊羊遇到了花羊羊，当喜羊羊遇到了爸爸，当......,VK大龙猫し,327494,国产原创相关,"MAD.AMV,喜羊羊与灰太狼,喜羊羊,国漫良心,国产动画,国漫,AMV,MAD,最美的期待,全能打卡挑战,剪辑",1739452,16750,4066,102584,154781,130225,20581,保密,,32629,11241182,674428,100,国创
247,5eba4a6de6a0d7955f83269c,48,9.9分霸榜国漫！直逼日漫！更有女装福利！吹爆！大理寺日志！,CG-大口冰,326300,国产原创相关,"大理寺日志,全能打卡挑战,国产动画,陈拾,大狸子,猫猫头,李饼,国产良心",328466,384,1527,1704,13908,561,183,保密,,17099,3033804,136342,100,国创
248,5eba4a6ee6a0d7955f83269d,49,【狼羊抖肩舞完整版】 ”这一次，我可以抖更久！”每日亿遍抖起来！wow~,灰太狼办公室,325071,国产原创相关,"舞蹈,喜羊羊与灰太狼,抖肩舞,二次元,每日一抖",2256477,5767,4204,97515,209333,117655,33252,保密,广东原创动力文化传播有限公司,419444,19206466,1676992,100,国创
249,5eba4a6fe6a0d7955f83269e,50,这可能就是外国人做不出来的文化吧 别眨眼 带你一秒沉沦这山水墨染的中国风,小x文,324062,国产原创相关,"中国风,古风,国产动漫,中国唱诗班,动漫,国风,国漫,白蛇缘起,动画,唯美",4591687,8961,6158,295127,386416,298197,36632,男,,121899,33897085,1898142,100,国创
250,5eba4a71e6a0d7955f83269f,51,【虹猫蓝兔七侠传】3D拟人燃爆片头曲《人生不过一百年》（混剪CG）,子非鱼非魚,312962,国产原创相关,"童年回忆杀,虹猫蓝兔七侠传,虹猫蓝兔拟人,国漫,bilibili新星计划,剪辑,预告片,童年",332652,583,524,5406,15448,3804,988,男,,6930,3034728,115691,24,国创
251,5eba4a72e6a0d7955f8326a0,52,我 吹 爆！这才是该上热搜的国产动画！《大理寺日志》太好看了简直神了！【国动荟萃】,荟小荟,298366,国产原创相关,"大理寺日志,新番我来翻·全能赛道,国动荟萃",233798,1440,1366,3089,20873,4783,551,女,bilibili 知名动漫UP主,243139,14715364,1528250,83,国创
252,5eba4a73e6a0d7955f8326a1,53,火  影  忍  羊,野哨鼠,298209,国产原创相关,"童年回忆杀,喜羊羊与灰太狼,火影忍者,bilibili新星计划,论BGM的重要性,童年,OP替换,OP,新人向",2856093,9157,5037,71847,153143,74309,32192,保密,,9488,3374207,207806,13,国创
253,5eba4a74e6a0d7955f8326a2,54,熊出没中讽刺抢楼的片段,zombie123-,294969,国产原创相关,"熊大,熊出没,动画,光头强,讽刺,沙发,熊二,搞笑,抢楼,网络环境",333135,1425,2903,2489,25640,419,556,男,,453,350732,30311,40,国创
254,5eba4a75e6a0d7955f8326a3,55,如此清纯又痴情的校花攻你见过吗？进来哭！（哈哈哈哈哈哈哈）,三月阿云,292582,国产原创相关,"配音大赛,搞笑,188男团,水千丞,李玉,创意综合赛道,小说,搞笑视频,纯爱,沙雕,网络小说,推文",116747,1113,400,8489,10766,3040,2317,女,,15246,801283,54825,13,国创
255,5eba4a76e6a0d7955f8326a4,56,看的不是一人之下，而是万人之上！,好看不火领头人,275268,国产原创相关,"一人之下,bilibili新星计划,自制,国漫,热血,老天师",272979,664,809,1208,12337,894,174,保密,,191,310692,14077,17,国创
256,5eba4a77e6a0d7955f8326a5,57,高能！国漫中的十大经典台词,妖主杀生丸,275104,国产原创相关,"魔道祖师,狐妖小红娘,国漫,镇魂街,国产动画,剪辑,热血",3460598,60239,3586,89387,126446,49234,8301,保密,,18653,7617528,222054,21,国创
257,5eba4a79e6a0d7955f8326a6,58,请把“俊 哥 牛 B”打到弹幕上【超兽人物】—苗条俊,-爱晴-,261169,国产原创相关,"童年回忆杀,超兽武装,全能打卡挑战,童年,怀旧,童年回忆,国产动画,国漫良心,国漫,冥王,蓝弧",227568,2442,697,2250,24017,1167,266,保密,,1322,335091,31901,13,国创
258,5eba4a7ae6a0d7955f8326a7,59,没人！比我！更懂阿威十八式！！！,李灼淤,260928,国产原创相关,"一人之下,高燃,王也,冯宝宝,国漫崛起,bilibili新星计划,MAD,国漫,燃",203447,424,493,2825,13721,3408,248,保密,,1185,741349,36742,24,国创
259,5eba4a7be6a0d7955f8326a8,60,那些年，果宝特攻玩的梗，你知道多少？,果叮十六寒,260104,国产原创相关,"童年回忆杀,果宝特攻,童年,国漫良心,陆小果,橙留香,蓝弧,菠萝吹雪,搞笑,洛洛历险记,小果叮",1013506,15644,2632,36444,50178,18456,5290,保密,,5013,2625477,78804,45,国创
260,5eba4a7ce6a0d7955f8326a9,61,琪琳花下死，做鬼也风流！！,To_gether_,259347,国产原创相关,"动漫,动画,新人,超神学院,雄兵连,琪琳",649316,738,844,10683,18151,2507,381,男,,966,680948,20733,33,国创
261,5eba4a7de6a0d7955f8326aa,62,《凹凸世界》最新版MMD模型大公开！砂之惑星,七创社7doc,257079,国产原创相关,"凹凸世界,凹凸世界MMD,七创社,国产动画,国漫",301075,15616,1884,24280,34605,13653,2800,保密,七创社官方账号,432660,247694219,2057592,100,国创
262,5eba4a7ee6a0d7955f8326ab,63,道德绑架，恶意孤立，无良记者！这部国产儿童美食动画电影竟暗讽现实《大耳朵图图之美食狂想曲》【国动手账本】,君夜离尘,256857,国产原创相关,"童年回忆杀,动漫杂谈,大耳朵图图之美食狂想曲,上海美术电影制片厂,国产动画,童年回忆,童年,杂谈,国动",2241526,22652,8702,41063,92266,39050,5265,男,,24880,7034944,179576,76,国创
263,5eba4a7fe6a0d7955f8326ac,64,B站9.9最高评分动画，每一帧都是壁纸！方言文化、古风传统，角色塑造都堪称完美，国创区黑马即将诞生！,微风の习习,252374,国产原创相关,"动漫杂谈,大理寺日志,全能打卡挑战,国产动画,国漫良心,国漫,古风",236797,306,664,1366,11925,1283,119,保密,,22837,7429103,294705,100,国创
264,5eba4a81e6a0d7955f8326ad,65,“我还是曾经那个少年，没有一丝丝改变！”,言君剪辑狮,250549,国产原创相关,"那年那兔那些事儿,中国,正能量,爱国,阳光UP主,国漫良心,少年,国产动画,军事,星海",642089,5471,2091,31778,73875,38845,4165,保密,,9960,4401839,336320,100,国创
265,5eba4a82e6a0d7955f8326ae,66,京   剧   猫,_谦与谦寻-,249594,国产原创相关,"京剧猫,超兽武装,国漫,音乐,回忆杀,bilibili新星计划",227003,420,655,1578,20139,1645,79,保密,,136,227566,20284,2,国创
266,5eba4a83e6a0d7955f8326af,67,别骂《星游记》垃圾了！up主看了数十遍《星游记》后，竟然剪出了国漫史上最巅峰的爆燃打斗MAD，u1s1，它的画面真的很棒了,一块电鹿板,244540,国产原创相关,"星游记,全能打卡挑战,剪辑,燃,国漫崛起,热血,踩点,全程热血高燃衔接,国漫,MAD.AMV",492714,1694,1673,7815,35249,9495,428,保密,bilibili 知名动漫UP主,617150,27848743,3364401,80,国创
267,5eba4a84e6a0d7955f8326b0,68,富  婆  的  日  常  生  活,新月冰冰,243704,国产原创相关,"国产动画,仙王的日常生活,恋爱,动漫,校园,日常,女朋友,富婆,国漫,全能打卡挑战",195513,745,663,3028,11567,1697,184,女,bilibili 知名动漫UP主，直播签约主播,489094,19498798,2516116,100,国创
268,5eba4a86e6a0d7955f8326b1,69,国产评分9.9的动画有多强？观众看完直呼太爽了！四月必追番《大理寺日志》,奇思Cheers,238435,国产原创相关,"国产动画,新番推荐,国产动漫,新番,动漫,国漫,四月新番,补番推荐,国创",218072,949,669,1959,13390,2395,300,保密,bilibili 知名动漫UP主,525124,38930816,1872621,100,国创
269,5eba4a87e6a0d7955f8326b2,70,【每天亿遍，硬币再见】,ぃ果子君,234685,国产原创相关,"童年回忆杀,混剪踩点,全能打卡挑战,搞笑,猪猪侠,熊出没",160456,1912,403,3700,9237,1912,479,男,,19691,2804548,157306,62,国创
270,5eba4a88e6a0d7955f8326b3,71,【魁拔IV】 百亿票房预约！,好脆五,234256,国产原创相关,"MAD.AMV,魁拔,国漫崛起,AMV,蛮吉,MAD,国漫",193637,1225,1115,2174,16213,5493,1276,保密,,7223,6547963,187222,75,国创
271,5eba4a89e6a0d7955f8326b4,72,【杂谈】今天我一定要点名吐槽咱们家太太！,四只大又子biu,232722,国产原创相关,"动漫杂谈,原耽,撒野,淮上,吐槽,全能打卡挑战,搞笑",219258,3293,2081,12767,24156,1779,2785,女,,7782,1394881,116946,9,国创
272,5eba4a8ae6a0d7955f8326b5,73,割袍断义之国产动画又双叒叕崛起了！理性讨论国产动画目前的问题！希望大家能增加了解，兼听则明。,少年带码菌,231577,国产原创相关,"一人之下3,一人之下,大理寺日志,雾山五行,国产动画,国漫崛起,国产崛起,科普",150229,1363,2049,3533,11012,4983,509,保密,,74781,5240171,63902,58,国创
273,5eba4a8be6a0d7955f8326b6,74,【一人之下3】王也太师爷 诸葛青再现国漫顶尖打戏！老年热血番  高燃混剪！,津木菌,231036,国产原创相关,"MAD.AMV,一人之下,一人之下第三季,bilibili新星计划,AMV,异人也,热血,国漫,王也,MAD·AMV,国漫良心",243176,308,2198,401,2973,182,108,男,bilibili 新星UP主,25947,16054400,919426,37,国创
274,5eba4a8ce6a0d7955f8326b7,75,中国手印文化,孙三昇,229454,国产原创相关,"人文,传统文化,道教,手印,国产良心,国学",336713,476,1358,23123,25170,12646,3241,男,,72382,2007752,116201,50,国创
275,5eba4a8ee6a0d7955f8326b8,76,大理寺制作细在哪里？对比漫画动画多出哪些细节？进来聊聊你的观感!,小菜同学Cl,224695,国产原创相关,"动漫杂谈,大理寺日志,全能打卡挑战,动漫,新番,国产动画,沙雕,新人向,国漫,国漫良心,搞笑",201393,429,802,1541,12910,715,83,保密,,2616,799624,44345,14,国创
276,5eba4a8fe6a0d7955f8326b9,77,“清风拂案，笔墨纸砚，我纵横诗篇。”,窦窦不吃豆豆,223487,国产原创相关,"魔道祖师,不知火,阴阳师,古风,全能打卡挑战,新人向,中国唱诗班",182456,613,367,10092,20481,5829,711,保密,,3048,783688,47988,20,国创
277,5eba4a90e6a0d7955f8326ba,78,【国漫】燃向踩点,吃米粉咯,222951,国产原创相关,"罗小黑战记,一人之下,刺客伍六七,全能打卡挑战,大理寺日志,踩点,国漫,镇魂街,混剪,雾山五行",148535,261,296,3886,13373,2907,111,保密,,40720,8966277,612703,18,国创
278,5eba4a91e6a0d7955f8326bb,79,机智一逼冯宝宝,多痣志多,218539,国产原创相关,"一人之下,冯宝宝,全能打卡挑战,国漫,宝儿姐,剪辑",236986,306,376,2451,14524,2001,598,保密,,160,240956,14919,9,国创
279,5eba4a92e6a0d7955f8326bc,80,国漫认真起来能有多NB？！,自带BGM的路人甲,217215,国产原创相关,"刺客伍六七,罗小黑战记,全职高手,国漫,雾山五行,bilibili新星计划,非人学园,岁城璃心,热血,镇魂街",1616199,10415,2967,55209,113790,40688,4174,保密,,7890,2192187,168703,22,国创
280,5eba4a93e6a0d7955f8326bd,81,【混剪//吹灭小山河】这才是印象中的古风国漫吧！,多肉的小熊_,212761,国产原创相关,"GMV,吹灭小山河,古风,中国风,国漫混剪,新人向,全能打卡挑战,自制,MAD,游戏CG,司南",77635,379,460,6354,8732,2955,413,保密,,298,78252,8980,9,国创
281,5eba4a95e6a0d7955f8326be,82,当全网最火的《少年》加上你的童年喜羊羊会怎样？慎点！,晓之-智-红云,210451,国产原创相关,"童年回忆杀,bilibili新星计划,喜羊羊与灰太狼,少年,动画,治愈向,童年,论BGM的重要性,催泪向,热血,MAD.AMV",106759,1995,914,4681,10811,3442,1874,保密,,2230,298091,25022,55,国创
282,5eba4a96e6a0d7955f8326bf,83,【我叫冯宝宝】,十光青蓝,209042,国产原创相关,"冯宝宝,一人之下,动漫,混剪,国漫",953836,2417,2067,28133,65192,30160,2620,保密,,1614,1143304,80460,4,国创
283,5eba4a97e6a0d7955f8326c0,84,【推文】恐怖排名向|快上车！一辆治好我玻璃心的无限流滴滴车驶过······,北三水奚i,208501,国产原创相关,"无限流,恐怖小说,纯爱,原耽,全能打卡挑战",68568,2196,1157,6806,5895,1184,423,保密,,5036,1068614,27028,18,国创
284,5eba4a98e6a0d7955f8326c1,85,点进来的那一刻你币没了/墨香三部曲燃向混剪,常思旭,207864,国产原创相关,"魔道祖师,天官赐福,渣反",604295,5005,1366,46849,87608,46674,2755,保密,,7974,1197821,156031,8,国创
285,5eba4a99e6a0d7955f8326c2,86,盘盘国内4大抄袭动画,L另唐,204997,国产原创相关,"反抄袭,抄袭,国产动画,国漫,全能打卡挑战",819971,15016,3151,6643,54232,9381,1058,保密,bilibili 知名动漫UP主,141352,20786353,1489180,75,国创
286,5eba4a9be6a0d7955f8326c3,87,带你看看三部因画风而被低估的神级动画,请叫我莫待大大,204545,国产原创相关,"京剧猫,喜羊羊,国漫,热血,剪辑,罗小黑战记",117596,3119,1048,4137,11431,1665,243,保密,,2212,364491,32158,46,国创
287,5eba4a9ce6a0d7955f8326c4,88,两年前腾讯动漫第一的《王牌御史》为什么凉了？火爆全网的国漫！【国创枫云#6】,零枫Momet,204230,国产原创相关,"童年回忆杀,王牌御史,自制,国产动画,漫评,动漫,童年,动画,国漫,热血",167964,2589,1145,1974,15309,914,411,男,bilibili 新星UP主,52698,5632280,377728,25,国创
288,5eba4a9de6a0d7955f8326c5,89,凹 凸 最 强 转 场,白色的橘猫,202201,国产原创相关,"凹凸世界,安迷修,雷狮,嘉德罗斯,丝滑转场,格瑞,混剪,国漫,踩点,燃向",63113,468,261,8740,13326,4649,452,保密,,11743,2088505,204482,91,国创
289,5eba4a9ee6a0d7955f8326c6,90,《大理寺日志》四月国漫黑马！画风惊艳！动作流畅！吹爆完事儿了！,白骨龙傲天,201631,国产原创相关,"大理寺日志,新番,国产良心,国漫崛起,热血,搞笑",164714,603,465,1804,13898,1628,377,保密,,7504,1387405,101422,97,国创
290,5eba4a9fe6a0d7955f8326c7,91,亲，进来白嫖啦,杨柳成荫,200611,国产原创相关,"童年回忆杀,那年那兔那些事儿,全能打卡挑战,国产,国漫,新人向,多素材,剪辑,童年",171826,946,341,3430,19522,10568,110,保密,,8417,13471821,636734,100,国创
291,5eba4aa1e6a0d7955f8326c8,92,值得一看的国创动画，古色流韵，诠释中国风——《百妖谱》,老人家-小熊猫君,197033,国产原创相关,"动漫杂谈,百妖谱,国风,桃夭,动画杂谈,动画推荐,国创,辞.九门回忆",162868,359,717,2212,7186,558,192,男,bilibili 知名动漫UP主,180600,11495358,416715,100,国创
292,5eba4aa2e6a0d7955f8326c9,93,刺客伍六七番外骗——梅花十三刺杀令,君の爱恋,196487,国产原创相关,"刺客伍六七,国产动画,骗狗进来杀,国漫良心,伍六七,新人向",377558,1501,449,5413,16126,4462,774,保密,,1594,502053,21383,11,国创
293,5eba4aa3e6a0d7955f8326ca,94,一人之下3：来了来了！,黑眼圈啦,196010,国产原创相关,一人之下,628070,932,694,493,4660,184,505,保密,,370,634904,4856,7,国创
294,5eba4aa4e6a0d7955f8326cb,95,【国创新番吐槽】聚众吸猫？国产女仆团？省钱动物园？,宅集社,191794,国产原创相关,"动漫杂谈,大理寺日志,国漫,吐槽,望古神话之天选者,我开动物园的那些年,嗜谎之神,妖神记,新番吐槽",177136,427,386,1723,8921,504,107,保密,bilibili 知名UP主,336053,28626581,1181405,100,国创
295,5eba4aa5e6a0d7955f8326cc,96,五五断更节战况实录【网文】【阅文黑心合同】,王征炜,189879,国产原创相关,"55断更节,五五断更节,阅文,网文,网络小说,起点,bilibili新星计划",131201,373,1708,2176,13512,5142,612,保密,,453,155253,16921,11,国创
296,5eba4aa6e6a0d7955f8326cd,97,有什么比在动画中学到知识更让人快乐的呢？,小M呜喵王,187630,国产原创相关,"大理寺日志,梦幻西游手游,百妖谱,国创,梦幻书院",158232,393,455,1738,10984,980,71,女,bilibili 知名动漫UP主、高能联盟成员,608022,47142638,3368072,100,国创
297,5eba4aa7e6a0d7955f8326ce,98,妹妹一推眼镜，发现事情并不简单,爆笑两姐妹,185232,国产原创相关,"搞笑,动画,动漫,日常,剪辑,国漫",187731,75,111,483,7984,449,122,保密,,104037,10374891,441176,53,国创
298,5eba4aa9e6a0d7955f8326cf,99,【一人之下人物志：陈朵】错过绝对会后悔的国漫巅峰之章——《陈朵篇》,衍道长,185132,国产原创相关,"动漫杂谈,陈朵,一人之下,催眠,搞笑,杂谈,致郁,催泪",156217,1099,767,4199,10052,9199,1288,男,,22631,1274165,105178,76,国创
299,5eba4aaae6a0d7955f8326d0,100,这部动画是抄袭猫和老鼠，还是致敬！,哩鸟不神叨,183771,国产原创相关,"国产动画,bilibili新星计划,怀旧,抄袭,国漫,回忆向",180584,360,636,646,8542,92,21,保密,,1899,587999,31280,35,国创
300,5eba53d39e2d7ce911aad96d,1,川建国“深得民心”,゛卖女孩的小火柴,2136607,综艺,"搞笑,综艺,川普,美国总统,搞笑视频,美国",4433692,7228,3508,86594,238163,18919,39941,保密,,2145,4406681,238281,5,娱乐
301,5eba53d49e2d7ce911aad96e,2,【歌手】周深《达拉崩吧》分饰多角！化身勇士打败恶龙救公主,腾讯综艺,1807853,综艺,"综艺,周深,达拉崩吧,歌手",13544783,396099,172787,475903,879193,708306,305841,保密,腾讯综艺官方账号,563170,201511553,3068930,100,娱乐
302,5eba53d59e2d7ce911aad96f,3,罗志祥出轨后台湾路人的反应,本可纯1,1549604,明星,"明星,多人运动,罗志祥,出轨,周扬青,小猪,蝴蝶姐姐",5241727,19639,7808,28194,137567,6648,41792,保密,,4220,5649624,139574,25,娱乐
303,5eba53d79e2d7ce911aad970,4,【哪吒之魔童降世】就TM你叫哪吒啊,AB鲜,1310473,明星,"明星,心动挑战混剪大赛,沈腾,哪吒之魔童降世,哪吒,夏洛特烦恼,男神,自制,娱乐,搞笑",3547131,48218,23397,147146,408061,339959,38972,保密,,61275,15455256,1176949,68,娱乐
304,5eba53d89e2d7ce911aad971,5,【Julian Mackay|芭蕾精灵王子】颠覆你对芭蕾的认知，燃爆你的视觉盛宴！,苍蓝一蔚,1203674,明星,"明星,芭蕾,舞蹈,Julian Mackay,男神,欧美,高颜值,高燃",835260,3622,2096,73867,91399,20283,16333,男,,2799,1360333,120364,41,娱乐
305,5eba53d99e2d7ce911aad972,6,罗志祥开直播，粉丝一直问他累不累，罗志祥：你神经病啊，不累。,精彩1213,1147178,明星,"明星,渣男,罗志祥,时间管理,小猪,娱乐,粉丝",5857977,3962,6979,6160,66078,827,4811,保密,,822,6697420,73415,100,娱乐
306,5eba53da9e2d7ce911aad973,7,【张子枫】每天一遍，告别初恋|子枫妹妹的120秒心动挑战,正经柠檬水,1069352,明星,"明星,张子枫,爱豆安利挑战,女神",654888,1592,982,26803,52609,16114,5686,保密,,2063,3615230,141256,12,娱乐
307,5eba53db9e2d7ce911aad974,8,【红色高跟鞋】韩雪x万茜x刘敏涛+千万直拍&个人SOLO舞台 乘风破浪的姐姐（不是）三位“姐圈霸道女总裁成团” 大姐的表情管理是想笑死我迈 好可爱！,时代老阿姨,1066914,明星,"音乐现场,明星,刘敏涛,万茜,韩雪,红色高跟鞋,华语现场",1423085,11450,2730,23147,40803,4705,21113,女,,1135,2258140,57335,100,娱乐
308,5eba53dc9e2d7ce911aad975,9,还原冰清玉洁和王承渲事件真相【剪辑看出道2】,预言家Alice,1058774,综艺,"综艺,青春有你2,王承渲,冰清玉洁,刘雨昕,爱豆安利挑战,淡黄的长裙",1874590,31201,8046,14489,114008,31703,16607,保密,,236345,6392062,549116,10,娱乐
309,5eba53dd9e2d7ce911aad976,10,我是努力学习中文的宣美，Ｂ站我来啦！初次见面，请多关照！,SUNMI_宣美,1057421,明星,"明星,明星舞蹈,舞蹈,宣美,SUNMI,GASHINA,siren,健身跟练挑战,健身,娱乐",1248774,14891,15240,15647,113180,44007,12139,保密,韩国艺人,266488,1523746,180683,3,娱乐
310,5eba53df9e2d7ce911aad977,11,【官方】燃炸全场！844乐队演唱《鬼灭之刃》主题曲《红莲华》,娱乐圈圈儿,1050652,综艺,"综艺,红莲华,创造营2020,庞雪倩,844乐队,王柯,吕欣蔚,张纯如",1213914,4709,5662,22559,67540,19597,18988,保密,娱乐区官方账号,77218,6543556,493685,100,娱乐
311,5eba53e09e2d7ce911aad978,12,【中字】模仿川普需要几步？崔娃亲自教学！,tangwtttt,1027275,综艺,"综艺,脱口秀,崔娃秀,搞笑,欧美,娱乐,美国,熟肉,TREVORNOAH,崔娃",2319580,1946,876,26975,108035,3527,9196,保密,,3550,2674846,117941,39,娱乐
312,5eba53e19e2d7ce911aad979,13,罗志祥人设崩塌，演员大妈神预言,不羁放纵爱自由_,1015569,明星,"搞笑,明星,罗志祥,搞笑视频,爆笑",3920397,4484,3374,8673,85847,1103,13920,保密,,653,4233917,88166,18,娱乐
313,5eba53e29e2d7ce911aad97a,14,刘敏涛表情管理爆火！以前刘敏涛唱歌的样子VS现在刘敏涛唱歌的样子,粗犷毛线君,1000941,明星,"明星,刘敏涛,红色高跟鞋,娱乐,唱歌,娱乐圈,全能打卡挑战",2547174,11353,2282,13547,191252,9378,7419,男,bilibili 知名搞笑UP主,428599,186611088,13137440,100,娱乐
314,5eba53e49e2d7ce911aad97b,15,但凡早点看德云社，高考作文不至于那么点分,Chariceshi,996701,综艺,"综艺,孟鹤堂,德云社,周九良,相声,堂良",603764,388,378,26525,40004,3470,1355,保密,,401,1285719,46808,17,娱乐
315,5eba53e59e2d7ce911aad97c,16,【张云龙】干啥啥不行，怼人第一名 最近的快乐瀑布哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈直播采访都好好笑,早川大寒,984055,明星,"明星,张云龙,高能,直播,名场面,可爱,采访,演员,娱乐",704284,7310,1252,23357,60860,6956,13844,女,,17698,26724192,543223,69,娱乐
316,5eba53e69e2d7ce911aad97d,17,"""艺伎刀，武士情""",诗人晓,968566,明星,"影视混剪,明星,心动挑战混剪大赛,章子怡,佐藤健,影视剪辑,浪客剑心,艺伎回忆录,剧情向,混剪,电影,艺伎,武士",265087,1224,1183,30795,39361,30628,3498,保密,,7372,515702,67054,21,娱乐
317,5eba53e79e2d7ce911aad97e,18,如果黄子韬是婧的导师  脑洞！慎入！,乔乔qxr,962294,综艺,"综艺,青春有你2,创造营2020,婧,选秀,脑洞",889613,11089,8502,18539,41390,14012,23897,保密,,1221,1152482,55939,13,娱乐
318,5eba53e89e2d7ce911aad97f,19,三A女霸总《红色高跟鞋》出击 刘敏涛表情管理直拍【55青春选择之夜】,综艺哔哔姬,927162,综艺,"综艺,刘敏涛,55青春选择之夜,刘敏涛表情管理,55盛典,表情管理,刘敏涛直拍",4146675,20568,5916,9,176,13870,815,保密,综艺官方账号,153649,101702415,65809,100,娱乐
319,5eba53e99e2d7ce911aad980,20,关于《惊雷》  杨坤再次发声,正面对抗,911847,明星,"明星,杨坤,音乐,娱乐圈,八卦",3015255,5784,12379,7446,102029,2962,9095,男,,535,3013854,102064,2,娱乐
320,5eba53eb9e2d7ce911aad981,21,再度被骂上热搜！《青春有你2》剪辑的问题别骂错了！,轩邈Elias,908549,综艺,"综艺,青春有你,全能打卡挑战,淡黄的长裙,谢可盈,秦牛正威,冰清玉洁,真人秀,搞笑",1902766,14568,4193,22739,171622,51041,11502,男,bilibili 知名影视UP主,371413,37076152,1999322,100,娱乐
321,5eba53ec9e2d7ce911aad982,22,我是朱亚文，初来B站，分享一下我的"反"面生活！,朱亚文,899828,明星,"漫画,综艺,明星,朱亚文,配音,日漫,动画,演员,娱乐,声临其境",1038607,11636,6759,10836,108085,33206,5572,保密,演员朱亚文,159269,1834991,214204,3,娱乐
322,5eba53ed9e2d7ce911aad983,23,黄晓明在线回应虞书欣，哇哦~拉宏桑笑翻了···【UP！大明星】,明星B街区,877505,明星,"明星,综艺,黄晓明,鬓边不是海棠红,虞书欣,拉宏桑,UP！大明星,娱乐圈,娱乐,剪辑,搞笑",820281,20654,3055,12696,79360,27561,3654,保密,明星官方账号,41632,8016193,587175,22,娱乐
323,5eba53ee9e2d7ce911aad984,24,看看算命大师8年前对罗志祥的神预言！,意中人系,876639,明星,"明星,罗志祥,人性,喜剧,台湾综艺,小猪,八卦,娱乐圈,真实,黑幕",1042479,5173,3454,16043,49077,3269,30759,男,,385,1065241,49714,87,娱乐
324,5eba53ef9e2d7ce911aad985,25,陈粒预言家石锤！,科科科科科了科科比,868336,综艺,"综艺,罗志祥,陈粒",3314715,11219,2575,4369,45723,433,8019,保密,,433,3420681,48663,6,娱乐
325,5eba53f09e2d7ce911aad986,26,碧梨采访里怼特朗普 “川普请你闭嘴”立场很坚定哈哈 中字,碧梨种植园,865657,明星,"明星,碧梨,Billie Eilish,特朗普,欧美明星,美国,家庭教育",1010078,1267,663,15598,38024,1336,1365,保密,,9944,4456158,208009,100,娱乐
